linea,tiempo_hms,segundos,texto_original,texto_limpio,tramo,motivo_exclusion
767,01:34:35,5675,"de que no tiene la jerarquía de Ctua, obviamente a los centrales diciéndoles, ""Chicos, por favor, no podemos cometer estos errores, hay que estar mucho más","de que no tiene la jerarquía de Ctua, obviamente a los centrales diciéndoles, ""Chicos, por favor, no podemos cometer estos errores, hay que estar mucho más",partido,
768,01:34:42,5682,"coordinados."" Lo dice de aquella manera, ¿no? No es Courtois, que si está hoy Courto en el campo seguramente le veríamos otras caras de otros gestos.","coordinados."" Lo dice de aquella manera, ¿no? No es Courtois, que si está hoy Courto en el campo seguramente le veríamos otras caras de otros gestos.",partido,
769,01:34:51,5691,Ahí tenemos a Rafiña. 88 minutos y medio. Rafiña que va a meter ese balón en corto para que juegue La Minamal. La,Ahí tenemos a Rafiña. 88 minutos y medio. Rafiña que va a meter ese balón en corto para que juegue La Minamal. La,partido,
770,01:34:59,5699,Minamal intenta marcharse para el golpeo de Dani Olmo. El golpeo de Dani Olmo acaba saliendo fuera. Cero,Minamal intenta marcharse para el golpeo de Dani Olmo. El golpeo de Dani Olmo acaba saliendo fuera. Cero,partido,
771,01:35:08,5708,goles a cuatro. Últimos compases del partido. Nos queda todavía conocer cuánto va a añadir Schei Martínez y el Barça observar como sigue plantado,goles a cuatro. Últimos compases del partido. Nos queda todavía conocer cuánto va a añadir Schei Martínez y el Barça observar como sigue plantado,partido,
772,01:35:16,5716,"viviendo en el terreno de juego del Real Madrid para presionar. Bellingham recibe, se pone de costado, le está presionando Gabi. Fantástico J","viviendo en el terreno de juego del Real Madrid para presionar. Bellingham recibe, se pone de costado, le está presionando Gabi. Fantástico J",partido,
773,01:35:24,5724,"Bellingham, no solo cómo se ha desmarcado, cómo ha controlado el balón, sino cómo se lo ha metido a Kilian Mbappé. Mbappé por el costado izquierdo.","Bellingham, no solo cómo se ha desmarcado, cómo ha controlado el balón, sino cómo se lo ha metido a Kilian Mbappé. Mbappé por el costado izquierdo.",partido,
774,01:35:31,5731,Aparece Gabi. Gabi para recuperar Gabi con Vinicius. Van a saltar chispas. Van a saltar chispas. Primero ha tocado,Aparece Gabi. Gabi para recuperar Gabi con Vinicius. Van a saltar chispas. Van a saltar chispas. Primero ha tocado,partido,
775,01:35:38,5738,"Vinicius, después Gabe y el árbitro que le muestra la cartulina amarilla a Gabi.","Vinicius, después Gabe y el árbitro que le muestra la cartulina amarilla a Gabi.",partido,
776,01:35:44,5744,"Ahí vemos cómo se siguen abrazando, pero es un abrazo ficticio porque esto ya viene de otros partidos. Y Gabi con","Ahí vemos cómo se siguen abrazando, pero es un abrazo ficticio porque esto ya viene de otros partidos. Y Gabi con",partido,
777,01:35:52,5752,Vinicius. Ahí vemos como Gabi llega hacia Vinicius.,Vinicius. Ahí vemos como Gabi llega hacia Vinicius.,partido,
778,01:35:56,5756,"El duelo entre ambos y ahí esto se veía venir que iban a saltar chispas. Sí, sí. Amarilla para Gabi.","El duelo entre ambos y ahí esto se veía venir que iban a saltar chispas. Sí, sí. Amarilla para Gabi.",partido,
779,01:36:05,5765,89 minutos. Golpeo al interior del área. Acaba despejando Robert Lewandowski.,89 minutos. Golpeo al interior del área. Acaba despejando Robert Lewandowski.,partido,
780,01:36:09,5769,Puede correr Dani Olmo. Puede correr el Barça. Olmo para Rafiña. Rafiña que corre por el costado izquierdo. Vemos,Puede correr Dani Olmo. Puede correr el Barça. Olmo para Rafiña. Rafiña que corre por el costado izquierdo. Vemos,partido,
781,01:36:16,5776,una pelea de Militao con Valde. Ese balón lo va a cortar ahora Fed de Valverde. Daniol en la presión también Rafiña. Fede de Valverde que se la lleva. Minuto 90.,una pelea de Militao con Valde. Ese balón lo va a cortar ahora Fed de Valverde. Daniol en la presión también Rafiña. Fede de Valverde que se la lleva. Minuto 90.,partido,
782,01:36:26,5786,Golpea hacia la zona ancha del terreno de juego donde ahora corre Vinicius. Dos minutos de añadido. Balón para Killan Mbappé. Killan Mbappé dentro del área.,Golpea hacia la zona ancha del terreno de juego donde ahora corre Vinicius. Dos minutos de añadido. Balón para Killan Mbappé. Killan Mbappé dentro del área.,partido,
783,01:36:34,5794,Mbappé. Mbappé. Mbappé. Mbappé. Iñaki Peña. Iñaki Peña. Es un muro en franqueable en el partido de hoy. Y Kilian Mbappé,Mbappé. Mbappé. Mbappé. Mbappé. Iñaki Peña. Iñaki Peña. Es un muro en franqueable en el partido de hoy. Y Kilian Mbappé,partido,
784,01:36:43,5803,"que no ha encontrado el camino del gol que posiblemente estaba también en fuera de juego. Sí, otra vez. Otra vez. Exacto.","que no ha encontrado el camino del gol que posiblemente estaba también en fuera de juego. Sí, otra vez. Otra vez. Exacto.",partido,
785,01:36:50,5810,"Dicho lo cual, Jordi, este partidoqu Peña no solo es bueno para él, es para sus compañeros también de que ven un","Dicho lo cual, Jordi, este partidoqu Peña no solo es bueno para él, es para sus compañeros también de que ven un",partido,
786,01:36:57,5817,"portero que va a crecer, o sea, que que fíjate que aguanta de pie, hay que darle mérito y qué mano más dura pone, pero va a crecer y eso es muy bueno para para","portero que va a crecer, o sea, que fíjate que aguanta de pie, hay que darle mérito y qué mano más dura pone, pero va a crecer y eso es muy bueno para para",partido,
787,01:37:06,5826,sus compañeros. Una posición un poco dubitativa. 12 fueras de juego del equipo blanco. 12.,sus compañeros. Una posición un poco dubitativa. 12 fueras de juego del equipo blanco. 12.,partido,
788,01:37:15,5835,"¿Y cuántos Mbappé? Ocho, sí, sí, por lo menos mínimo, si no más.","¿Y cuántos Mbappé? Ocho, sí, sí, por lo menos mínimo, si no más.",partido,
789,01:37:20,5840,Aquí vemos la acción ahí de Lucas Vázquez sobre Rafiña.,Aquí vemos la acción ahí de Lucas Vázquez sobre Rafiña.,partido,
790,01:37:25,5845,"Claro, es que ahora hay la opción pues que comentábamos, aunque yo creo que no lo va a hacer el Barça porque le queda, esto es un golazo, golazo de la ninja","Claro, es que ahora hay la opción pues que comentábamos, aunque yo creo que no lo va a hacer el Barça porque le queda, esto es un golazo, golazo de la ninja",partido,
791,01:37:33,5853,"mal, absolutamente, o sea, es imparable, o sea, no se puede mejorar ese disparo.","mal, absolutamente, o sea, es imparable, o sea, no se puede mejorar ese disparo.",partido,
792,01:37:37,5857,"Totalmente. De abajo a arriba potencia, colocación, lo que me faltaba.","Totalmente. De abajo a arriba potencia, colocación, lo que me faltaba.",partido,
793,01:37:42,5862,"Bueno, son blauranas. Sí, sí, por eso es 04. La sonrisa blaugrana del Barça.","Bueno, son blauranas. Sí, sí, por eso es 04. La sonrisa blaugrana del Barça.",partido,
794,01:37:50,5870,La sonrisa blaugrana de la Minamal.,La sonrisa blaugrana de la Minamal.,partido,
795,01:37:53,5873,"Pues has hecho titular de muchos medios escritos, Jordi. Yo creo eh ahora mismo.","Pues has hecho titular de muchos medios escritos, Jordi. Yo creo eh ahora mismo.",partido,
796,01:37:56,5876,"Eh, de John por el costado derecho hacia Kundé. Sigue Cundé, todavía Cundé.","Eh, de John por el costado derecho hacia Kundé. Sigue Cundé, todavía Cundé.",partido,
797,01:38:03,5883,Balón para la Miña Mal. Vamos a ver. La Miña Mal es la última del partido. La Miña Mal intenta progresar por esa zona.,Balón para la Miña Mal. Vamos a ver. La Miña Mal es la última del partido. La Miña Mal intenta progresar por esa zona.,partido,
798,01:38:08,5888,Cómo presiona el Real Madrid para evitar un posible quinto gol del Barça. La Minam mal no va a poder. Se la lleva Juk Bellingham. Pita Sánchez Martínez.,Cómo presiona el Real Madrid para evitar un posible quinto gol del Barça. La Minam mal no va a poder. Se la lleva Juk Bellingham. Pita Sánchez Martínez.,partido,
799,01:38:17,5897,Victoria autoritaria del Fútbol Club Barcelona que mete tierra de por medio en el partido de hoy y como también en la tabla clasificatoria. Vemos a Carl,Victoria autoritaria del Fútbol Club Barcelona que mete tierra de por medio en el partido de hoy y como también en la tabla clasificatoria. Vemos a Carl,fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
800,01:38:26,5906,Ronchelotti como está recriminando algún miembro del staff técnico de eh Hansifak,Ronchelotti como está recriminando algún miembro del staff técnico de eh Hansifak,fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
801,01:38:32,5912,"que haya celebrado eh esa esa victoria quizás de de forma demasiado efusiva,","que haya celebrado eh esa esa victoria quizás de forma demasiado efusiva,",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
802,01:38:39,5919,"pero eh el Barça ha pasado por encima la segunda parte del Real Madrid que ha tenido sus opciones, pero la ansiedad estaba en la clave. balones a la","pero eh el Barça ha pasado por encima la segunda parte del Real Madrid que ha tenido sus opciones, pero la ansiedad estaba en la clave. balones a la",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
803,01:38:47,5927,"espalda, eh, pero para balones a la espalda y vemos a Robert Lewandowski que es el MVP del partido, no hay que quedar en fuera de juego. La defensa del Barça","espalda, eh, pero para balones a la espalda y vemos a Robert Lewandowski que es el MVP del partido, no hay que quedar en fuera de juego. La defensa del Barça",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
804,01:38:56,5936,"le ha ganado la partida al ataque del Real Madrid, que es uno de los mejores del mundo con Mbappé y con Vinicius.","le ha ganado la partida al ataque del Real Madrid, que es uno de los mejores del mundo con Mbappé y con Vinicius.",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
805,01:39:04,5944,"Después han llegado los artistas, la Miña Mal, Robert Lewandowski, Rafiña para certificar una victoria brutal.","Después han llegado los artistas, la Miña Mal, Robert Lewandowski, Rafiña para certificar una victoria brutal.",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
806,01:39:10,5950,"Victoria contra el Real Madrid. ¿Qué sensación os deja y y qué sabor después de esta semana que habéis tenido? Bueno, pues habíamos quedado una semana difícil contra tres equipos muy complicados y","Victoria contra el Real Madrid. ¿Qué sensación os deja y qué sabor después de esta semana que habéis tenido? Bueno, pues habíamos quedado una semana difícil contra tres equipos muy complicados y",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
807,01:39:19,5959,"bueno, hemos sabido sacarlo. Creo que el equipo ha hecho muy buen juego y estamos todos muy contentos.","bueno, hemos sabido sacarlo. Creo que el equipo ha hecho muy buen juego y estamos todos muy contentos.",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
808,01:39:23,5963,Muchas gracias y suerte a vosotros. Gracias.,Muchas gracias y suerte a vosotros. Gracias.,fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
809,01:39:25,5965,"Bueno, en la miniflash en este caso del jugador del Fútbol Club Barcelona no va a hablar ningún jugador del Real Madrid.","Bueno, en la miniflash en este caso del jugador del Fútbol Club Barcelona no va a hablar ningún jugador del Real Madrid.",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
810,01:39:31,5971,"Esteban, victoria incontestable del Fútbol Club Barcelona.","Esteban, victoria incontestable del Fútbol Club Barcelona.",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
811,01:39:34,5974,"Mira, era una semana para ambos de refrendar, ¿no?, sus buenos inicios, de ser fieles y y sobre todo de no generar","Mira, era una semana para ambos de refrendar, ¿no?, sus buenos inicios, de ser fieles y sobre todo de no generar",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
812,01:39:43,5983,"dudas. Bueno, pues hay un equipo que hoy las dejad, que es el Real Madrid, venía avisando que algún día podía tropezar, pero bueno, las remontadas, el Bernabéu,","dudas. Bueno, pues hay un equipo que hoy las dejad, que es el Real Madrid, venía avisando que algún día podía tropezar, pero bueno, las remontadas, el Bernabéu,",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
813,01:39:51,5991,"la épica, pero hay una realidad que es el Fútbol Club Barcelona, una realidad con jugadores que para muchos es la primera vez en casi todo, primer","la épica, pero hay una realidad que es el Fútbol Club Barcelona, una realidad con jugadores que para muchos es la primera vez en casi todo, primer",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
814,01:39:59,5999,"clásico, primeros partidos de Europa y un entrenador pues que o o es muy bueno o ha encontrado algo que no veíamos los","clásico, primeros partidos de Europa y un entrenador pues que o o es muy bueno o ha encontrado algo que no veíamos los",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
815,01:40:06,6006,"demás y ahí me incluyo yo, pero que tenemos un equipo de presente cuando pensábamos que que había sido pasado y quedaba mucho para el futuro.","demás y ahí me incluyo yo, pero que tenemos un equipo de presente cuando pensábamos que había sido pasado y quedaba mucho para el futuro.",fuera_del_partido,Presentacion previa o comentario posterior al pitido final.
